N_Circuito;Data_Rate;Data_Inst;Data_Activ;Estado_Cct;Entidade_PTR1;Morada_PTR1;Cod_Post_PTR1;Interface_PTR1;Equip_PTR1;Slot_PTR1;Trib_PTR1;Entidade_PTR2;Morada_PTR2;Cod_Post_PTR2;Interface_PTR2;Equip_PTR2;Slot_PTR2;Trib_PTR2;User_Cct;Propriedade_Cct;Outras_Ref
RFT000099;2 Mbps;2002-11-13;2005-06-15;Desligado;RT;Entrecampos;;G.703;SDH-1660-SL01;---;Tr 09;RT;S. João Estoril;;G.703;OLTE-Alcatel-4x2;---;2;NorteNet;ReferTelecom;"CTC Campolide - SDH-1660-SL01-Tr05, passa para OLTE-Alcatel até S. João Estoril, utiliza fibras 35 e 36.
Desligado em 15-06-2005."
RFT000100;2 Mbps;2002-11-13;2004-01-05;Desligado;RT;S. Bento;;G.703;SDH-1660-SL01;---;Tr 03;RT;Braga;;G.703;OLTE;---;Tr 01;NorteNet;ReferTelecom;Nine - SDH-1660-Sl01-Tr01
RFT000101;2 Mbps;2002-10-28;2012-01-31;Desligado;RT;Setubal;;G.703;SETBAL_660_1;1;14;RT;Faro;;G.703;FARO_650_1;1;7;Rede de Dados;ReferTelecom;Protegido
RFT000102;2 Mbps;2002-11-07;2004-03-11;Desligado;RT;Campolide CTC;;G.703;SDH-1660-SL01;---;Tr 04;RT;Rossio;;G.703;SDH-1641-SL02;---;Tr 04;Rede de Dados;ReferTelecom;
RFT000103;2 Mbps;2003-01-31;2007-11-27;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;3;15;RT;Beja;;G.703;UTLR PT;---;;Rede de Dados;ReferTelecom;"O troço Évora-Beja é feito em circuito alugado à PT.
Em Évora EVORA_660_1 b01p04
O circuito PT tem o Nº 1001246059
Protegido"
RFT000104;2 Mbps;2002-11-13;2022-08-01;Desligado;RT;Campanhã;;G.703;PRCAMP_660_2;1;11;RT;Guifões;;G.703;GUIFÕES_642_1;4;4;Rede de Dados;IPTelecom;Desativado em 01-08-2022 - João Alves
RFT000105;2 Mbps;2002-06-24;2002-06-24;Desligado;RT;G. Oriente;;G.703;SDH-1660-SL01;---;Tr 19;RT;Stª Apolónia;;G.703;SDH-1641 -SL03;---;Tr 10 (31);Rede de Dados;ReferTelecom;
RFT000106;2 Mbps;2002-11-13;2022-12-30;Desligado;RT;Setúbal;;G.703;ORINOC_660_1;3;20;RT;Barreiro;;G.703;BARERO_650_1;1;9;Rede de Dados;ReferTelecom;Desativado em 30-12-2022. João Alves
RFT001442;2 Mbps;2008-04-16;2015-12-31;Desligado;RT;CCO Lisboa;;G.703;CCOLX_660_1;1;4;RT;Pampilhosa;;G.703;PAMPLH_660_1;1;4;R. Acesso;ReferTelecom;Desligado.
RFT000107;2 Mbps;2002-11-13;2002-11-22;Desligado;RT;Setúbal;;G.703;SDH-1660-SL01;---;Tr 09;RT;Poceirão;;G.703;PDH-Philips-Sist. I;---;Tr 03;Rede de Dados;ReferTelecom;"Pinhal Novo - SDH 1660-SL01-Tr04.
Desativado em 11-04-2007, substituido pelo circuito RFT001265."
RFT000108;64 Kbps;2002-11-11;2002-11-11;Desligado;RT;Entroncamento;;Analógico Central;Mux 2-Vertical 9;---;Bl 20-Par;RT;Mouriscas A;;Analógico Assinante;Mux 1-Vertical 2;---;Bl 05-Par;R. Acesso;ReferTelecom;"Este canal tem por destino a ligação de um telefone na Central do Pego, Sinalização_ Utiliza o Par 8 do Cabo Metálico"""
RFT000109;2 Mbps;2003-02-12;2004-08-16;Desligado;RT;Entroncamento;;G.703;SDH-1641-SL02;---;Tr 17;RT;Coimbra B;;G.703;SDH-1641-SL02;---;Tr 02;Rede de Voz;ReferTelecom;
RFT000110;2 Mbps;2002-11-13;2009-01-14;Desligado;RT;Coimbra B;;G.703;COIMBB_660_1;1;10;RT;Figueira da Foz;;G.703;FIGFOZ_660_1;1;5;Rede de Dados;ReferTelecom;Para substituir um Circuito partilhado com Voz
RFT000111;2 Mbps;2005-05-17;2022-01-31;Desligado;RT;G. Oriente NOC;;G.703;ORINOC_660_1;5;16;RT;Mangualde;;G.703;MANGUA_642_1;4;7;Rede de Dados;ReferTelecom;Desativado - João Alves.
RFT000112;2 Mbps;2002-11-29;2004-02-04;Desligado;RT;Alfarelos;;G.703;SDH-1641-SL02;---;Tr 06;RT;Pampilhosa;;G.703;SDH-1660-SL01;---;Tr 06;Rede de Dados;ReferTelecom;
RFT000113;2 Mbps;2002-11-28;2004-03-01;Desligado;RT;Faro;;G.703;OLTE-1-Alcatel-4x2;---;3;RT;Entroncamento;;G.703;SDH-1660-SL01;---;2;Rede de Dados;ReferTelecom;Setúbal SDH-1660-SL01-Tr 10_OLTE-Tr 03.
RFT200001;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Amadora;;G.703;;---;;RT;ENS;;G.703;;---;;R. Acesso;ReferTelecom;AMAD-ENS_2M
RFT200002;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Amadora;;G.703;;---;;RT;PCT;;G.703;;---;;R. Acesso;ReferTelecom;AMAD-PCT_2M
RFT200003;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Amadora;;G.703;;---;;RT;Queluz-Massamá;;G.703;;---;;R. Acesso;ReferTelecom;AMAD-QMAS_2M
RFT200004;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Amadora;;G.703;;---;;RT;ENS;;G.703;;---;;R. Acesso;ReferTelecom;AMAD-ENS_2M
RFT200005;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Campolide CTC;;G.703;;---;#10;RT;Queluz-Massamá;;G.703;;---;#10;R. Acesso;ReferTelecom;BILHETICA (CTC10-QMAS10)
RFT200006;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Campolide CTC;;G.703;;---;#11;RT;Queluz-Massamá;;G.703;;---;#11;R. Acesso;ReferTelecom;BILHETICA (CTC11-QMAS11)
RFT000294;2 Mbps;2003-09-30;2003-10-15;Desligado;RT;Mangualde;;G.703;PDH Philips-Sist II;---;Tr 07;RT;Pampilhosa;;G.703;PDH Philips-Sist I;---;Tr 07;Rede de Dados;ReferTelecom;Projecto UVIR
RFT200008;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Campolide Est.;;G.703;;---;#1;RT;Campolide CTC;;G.703;;---;#5;R. Acesso;ReferTelecom;PCM (CAMPO1-CTC5)
RFT200009;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Campolide Est.;;G.703;;---;#17;RT;Campolide CTC;;G.703;;---;#17;R. Acesso;ReferTelecom;PCM (CAMPO17-CTC17)
RFT200011;2 Mbps;2002-01-01;2002-01-01;Desligado;RT;Campolide Est.;;G.703;;---;#24;RT;Campolide CTC;;G.703;;---;#28;R. Acesso;ReferTelecom;PCM (CAMPO24-CTC28)
RFT000291;2 Mbps;2003-09-24;2022-04-20;Desligado;RT;Fátima;;G.703;FATIMA_640_1;4;1;RT;Entroncamento;;G.703;ENTCRM_660_1;1;9;Rede de Dados;ReferTelecom;Desativado em 20-04-2022. João Alves.
RFT000290;2 Mbps;2003-09-26;2003-10-13;Desligado;RT;Abrantes;;G.703;PDH Philips-Sist I;---;Tr 05;RT;Entroncamento;;G.703;PDH Philips-Sist II;---;Tr 05;Rede de Dados;ReferTelecom;Projecto UVIR
RFT300001;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Aveiro;;G.703;AVEIRO_660_1;1;2;IP;Ovar;;G.703;OVAR_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300002;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Aveiro;;G.703;AVEIRO_660_1;1;3;IP;Estarreja;;G.703;ESTARJ_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300003;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Aveiro;;G.703;AVEIRO_660_1;1;4;IP;Cacia;;G.703;CACIA_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300004;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Cacia;;G.703;CACIA_640_1;4;2;IP;Canelas;;G.703;CANLAS_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300005;2 Mbps;2002-07-25;2002-07-25;Desligado;RT;Cacia;;G.703;SDH-1640-Fox-SL04;---;Tr 03;RT;Estarreja;;G.703;SDH-1640-Fox-SL04;---;Tr 02;R. Acesso;ReferTelecom;Mux2000
RFT300006;2 Mbps;2002-07-25;2002-07-25;Desligado;RT;Cacia;;G.703;SDH-1640-Fox-SL04;---;Tr 04;RT;Estarreja;;G.703;SDH-1640-Fox-SL04;---;Tr 03;R. Acesso;ReferTelecom;Mux2000
RFT300007;2 Mbps;2002-07-25;2002-07-25;Desligado;RT;SST Salreu;;G.703;SDH-1640-Fox-SL04;---;Tr 01;RT;Estarreja;;G.703;SDH-1640-Fox-SL04;---;Tr 04;R. Acesso;ReferTelecom;Mux2000
RFT300008;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Estarreja;;G.703;ESTARJ_640_1;4;5;IP;Válega;;G.703;VALEGA_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300009;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Estarreja;;G.703;ESTARJ_640_1;4;6;IP;Válega;;G.703;VALEGA_640_1;4;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300010;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Avanca;;G.703;AVANCA_640_1;4;1;IP;Válega;;G.703;VALEGA_640_1;4;3;IP-DAT-R.Acesso;IP;Mux2000
RFT300011;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Válega;;G.703;VALEGA_640_1;4;4;IP;Ovar;;G.703;OVAR_640_1;4;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300012;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Válega;;G.703;VALEGA_640_1;4;5;IP;Ovar;;G.703;OVAR_640_1;4;3;IP-DAT-R.Acesso;IP;Mux2000
RFT300013;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Ovar;;G.703;OVAR_640_1;4;4;IP;Campanhã;;G.703;PRCAMP_660_2;1;9;IP-DAT-R.Acesso;IP;Mux2000
RFT300014;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Ovar;;G.703;OVAR_640_1;4;5;IP;V. N. Gaia;;G.703;GAIA_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300015;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Ovar;;G.703;OVAR_640_1;4;6;IP;Esmoriz;;G.703;ESMORZ_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300016;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Ovar;;G.703;OVAR_640_1;4;7;IP;Esmoriz;;G.703;ESMORZ_640_1;4;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300017;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Esmoriz;;G.703;EEMORZ_640_1;4;3;IP;Espinho;;G.703;ESPINH_660_1;1;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300018;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Esmoriz;;G.703;ESMORZ_640_1;4;4;IP;Espinho;;G.703;ESPINH_660_1;1;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300019;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Espinho;;G.703;ESPINH_660_1;1;3;IP;Granja;;G.703;GRANJA_640_1;4;1;IP-DAT-R.Acesso;IP;Mux2000
RFT300020;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Espinho;;G.703;ESPINH_660_1;1;4;IP;Granja;;G.703;GRANJA_640_1;4;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300021;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Granja;;G.703;GRANJA_640_1;4;3;IP;V. N. Gaia;;G.703;GAIA_640_1;4;2;IP-DAT-R.Acesso;IP;Mux2000
RFT300022;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Granja;;G.703;GRANJA_640_1;4;4;IP;V. N. Gaia;;G.703;GAIA_640_1;4;3;IP-DAT-R.Acesso;IP;Mux2000
RFT300023;2 Mbps;2002-07-25;2002-07-25;Activo;IP;Valadares;;G.703;VALADR_640_1;4;2;IP;V. N. Gaia;;G.703;GAIA_640_1;4;4;IP-DAT-R.Acesso;IP;Mux2000
RFT300024;2 Mbps;2002-07-25;2002-07-25;Activo;RT;V. N. Gaia;;G.703;GAIA_640_1;4;5;IP;Campanhã;;G.703;PRCAMP_660_1;1;10;IP-DAT-R.Acesso;IP;Mux2000
RFT300025;2 Mbps;2002-07-25;2002-07-25;Desligado;RT;Campanhã;;G.703;SDH-1660-SL01;---;Tr 11;RT;Contumil;;G.703;SDH-1660-SL01;---;Tr 03;R. Acesso;ReferTelecom;Mux2000
RFT300026;2 Mbps;2002-07-25;2002-07-25;Desligado;RT;Campanhã;;G.703;SDH-1660-SL01;---;Tr 12;RT;Contumil;;G.703;SDH-1660-SL01;---;Tr 04;R. Acesso;ReferTelecom;Mux2000
RFT300027;2 Mbps;2002-08-20;2002-08-20;Desligado;RT;Estarreja;;G.703;SDH-1640-Fox-SL04;---;Tr 07;RT;Avanca;;G.703;SDH-1640-Fox-SL04;---;Tr 02;R. Acesso;ReferTelecom;
RFT310001;2 Mbps;2002-08-09;2002-08-09;Desligado;IP;Campanhã;;G.703;PRCAMP_660_2;1;17;IP;Marco;;G.703;MARCO_650_1;1;1;IP-DAT-R.Acesso;IP;
RFT310002;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Campanhã;;G.703;SDH-1660-SL01;---;Tr 19;RT;Marco;;G.703;SDH-1650-SL01;---;Tr 03;R. Acesso;ReferTelecom;Desligado em13-01-05
RFT310003;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Cête;;G.703;SDH-1650-SL01;---;Tr 03;RT;Caíde;;G.703;SDH-1650-SL01;---;Tr 01;R. Acesso;ReferTelecom;
RFT310004;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Penafiel;;G.703;SDH-1650-SL01;---;Tr 02;RT;Caíde;;G.703;SDH-1650-SL01;---;Tr 02;R. Acesso;ReferTelecom;
RFT310005;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Recarei;;G.703;SDH-1650-SL01;---;Tr 05;RT;Penafiel;;G.703;SDH-1650-SL01;---;Tr 01;R. Acesso;ReferTelecom;
RFT310006;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Campanhã;;G.703;SDH-1660-SL01;---;Tr 13;RT;Ermesinde;;G.703;SDH-1650-SL01;---;Tr 03;R. Acesso;ReferTelecom;
RFT310007;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Campanhã;;G.703;SDH-1660-SL01;---;Tr 16;RT;Valongo;;G.703;SDH-1650-SL01;---;Tr 03;R. Acesso;ReferTelecom;
RFT310008;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Recarei;;G.703;SDH-1650-SL01;---;Tr 04;RT;Ermesinde;;G.703;SDH-1650-SL01;---;Tr 04;R. Acesso;ReferTelecom;
RFT310009;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Valongo;;G.703;SDH-1650-SL01;---;Tr 03;RT;Cête;;G.703;SDH-1650-SL01;---;Tr 02;R. Acesso;ReferTelecom;
RFT310010;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Ermesinde;;G.703;SDH-1650-SL01;---;Tr 01;RT;Valongo;;G.703;SDH-1650-SL01;---;Tr 01;R. Acesso;ReferTelecom;
RFT310011;2 Mbps;2002-08-09;2002-08-09;Desligado;RT;Ermesinde;;G.703;SDH-1650-SL01;---;Tr 02;RT;Recarei;;G.703;SDH-1650-SL01;---;Tr 03;R. Acesso;ReferTelecom;
RFT310012;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Recarei;;G.703;SDH-1650-SL01;---;Tr 02;RT;Cête;;G.703;SDH-1650-SL01;---;Tr 01;R. Acesso;ReferTelecom;
RFT310013;2 Mbps;2002-08-09;2008-06-09;Desligado;RT;Valongo;;G.703;SDH-1650-SL01;---;Tr 02;RT;Recarei;;G.703;SDH-1650-SL01;---;Tr 01;R. Acesso;ReferTelecom;
RFT000114;2 Mbps;2002-11-21;2004-03-31;Desligado;RT;Setúbal;;G.703;PDH Philips-Sist II;---;Tr 10;RT;Barreiro;;G.703;OLTE;---;Tr 02;Rede de Voz;ReferTelecom;
RFT000115;2 Mbps;2002-11-22;2024-05-06;Desligado;IP;Campanhã;;G.703;PRCAMP_660_2;2;4;IP;Barcelos;;G.703;BARCEL_642_1;2;1;IP-DAT-R.Acesso;IP;Desativado em 06-05-2024. 
RFT000117;2 Mbps;2002-11-26;2017-04-26;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;3;3;RT;Campanhã;;G.703;PRCAMP_660_2;2;6;Sup. - CMXII;ReferTelecom;"Foi desalocado em 16-11-2016.
Foi desativado em 26-04-2017."
RFT000118;2 Mbps;2002-11-26;2013-10-11;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;3;9;RT;Coimbra;;G.703;COIMBB_660_1;1;2;Sup. - CMXII;ReferTelecom;Circuito Agregador, Desligado devido a falta de clientes.
RFT410001;2 Mbps;2002-11-27;2002-12-13;Activo;IP;G. Oriente;;G.703;ORINOC_660_1;3;10;IP;Setúbal;;G.703;SETBAL_660_1;1;12;IP-DAT-R.Acesso;IP;"Alterou a Terminação em 30-11-2023. Passou de Elvas para Portalegre.
Desativado o Mux de Portalegre.
Alterada a terminação 2 para Setúbal em 21-12-2023.
"
RFT000119;2 Mbps;2002-11-26;2006-02-20;Desligado;RT;Pampilhosa CTC;;G.703;OLTE 1;---;Tr 04;RT;Campanhã;;G.703;SDH-1660-SL02;---;Tr 05;Rede de Voz;ReferTelecom;"PAMPILHOSA-SDH1660-SL01-Tr07.
Desligado em 20-02-2006."
RFT410002;2 Mbps;2002-11-27;2023-11-30;Desligado;IP;Portalegre;;G.703;PRTLGR_660_1;1;1;IP;Elvas;;G.703;ELVAS_642_1;4;2;IP-DAT-R.Acesso;IP;Desligado em 30-11-2023.
RFT410003;2 Mbps;2002-11-27;2023-12-21;Desligado;IP;Portalegre;;G.703;PRTLGR_660_1;1;2;IP;Estremoz;;G.703;ESTRMZ_660_1;1;1;IP-DAT-R.Acesso;IP;"Não Protegido
Desativado."
RFT410004;2 Mbps;2002-11-27;2023-12-21;Desligado;IP;Estremoz;;G.703;ESTRMZ_660_1;1;2;IP;Setúbal;;G.703;SETBAL_660_1;1;12;IP-DAT-R.Acesso;IP;"Não Protegido
Desativado."
RFT410005;2 Mbps;2002-11-27;2002-12-13;Desligado;RT;Évora;;G.703;SDH-1660-SL01;---;Tr 03;RT;C. Branca;;G.703;SDH-1660-SL01;---;Tr 01;R. Acesso;ReferTelecom;Não Protegido
RFT410006;2 Mbps;2002-11-27;2002-12-13;Desligado;RT;C. Branca;;G.703;SDH-1660-SL01;---;Tr 02;RT;Setúbal;;G.703;SDH-1660-SL01;---;Tr 12;R. Acesso;ReferTelecom;Não Protegido
RFT000116;2 Mbps;2002-11-25;2002-11-26;Desligado;RT;Entroncamento;;G.703;SDH-1660-SL01;---;Tr 03;RT;Setil;;G.703;SDH-1660#1-SL01;---;Tr 01;Rede de Dados;ReferTelecom;Após a instalação do circuito, é devolvido à transmissão o canal de 64K entre Setil e Vendas Novas.
RFT420001;2 Mbps;2002-11-27;2002-12-16;Desligado;RT;G. Oriente;;G.703;SDH-1660#1-SL03;---;Tr 11;RT;Pampilhosa;;G.703;SDH-1660-SL01;---;Tr 20;R. Acesso;ReferTelecom;Protegido
RFT420002;2 Mbps;2002-11-27;2017-12-28;Desligado;IP;G. Oriente;;G.703;ORINOC_660_1;3;12;IP;Torres Vedras;;G.703;TVEDRS_660_1;1;1;IP-DAT-R.Acesso;IP;Protegido
RFT420003;2 Mbps;2002-11-27;2002-12-16;Desligado;RT;F. Foz;;G.703;SDH-1660-SL01;---;Tr 07;RT;Leiria;;G.703;SDH-1660-SL01;---;Tr 01;R. Acesso;ReferTelecom;Não Protegido
RFT420004;2 Mbps;2002-11-27;2003-01-10;Desligado;RT;Leiria;;G.703;SDH-1660-SL01;---;Tr 02;RT;Caldas Rainha;;G.703;SDH-1660-SL01;---;Tr 01;R. Acesso;ReferTelecom;Não Protegido
RFT420005;2 Mbps;2002-11-27;2003-01-10;Desligado;RT;Caldas Rainha;;G.703;SDH-1660-SL01;---;Tr 02;RT;Torres Vedras;;G.703;SDH-1660-SL01;---;Tr 02;R. Acesso;ReferTelecom;Não Protegido
RFT420006;2 Mbps;2002-11-27;2023-03-14;Desligado;IP;Torres Vedras;;G.703;TVEDRS_660_1;1;3;IP;Campolide Estação;;G.703;CMPEST_660_1;1;7;IP-DAT-R.Acesso;IP;Não Protegido
RFT420007;2 Mbps;2002-11-27;2003-01-10;Desligado;RT;Cacém;;G.703;SDH-1660-SL01;---;Tr 03;RT;Campolide Est.;;G.703;SDH-1641-SL02;---;Tr 07;R. Acesso;ReferTelecom;Não Protegido
RFT430001;2 Mbps;2002-11-27;2017-05-29;Desligado;IP;G. Oriente;;G.703;ORINOC_660_1;3;13;IP;Aveiro;;G.703;AVEIRO_660_1;1;5;IP-DAT-R.Acesso;IP;
RFT430002;2 Mbps;2002-11-27;2021-05-17;Desligado;IP;Aveiro;;G.703;AVEIRO_660_1;1;6;IP;Águeda;;G.703;ÁGUEDA_660_1;1;1;IP-DAT-R.Acesso;IP;
RFT430003;2 Mbps;2002-12-02;2021-06-30;Desligado;RT;Águeda;;G.703;OLTE-1-Norte;---;1;RT;Sernada Vouga;;G.703;OLTE-Sul;---;1;R. Acesso;ReferTelecom;"Não Protegido Utiliza OLTEs ligadas nas fibras 19 e 20.
"
RFT430004;2 Mbps;2002-12-02;2021-06-30;Desligado;RT;Sernada Vouga;;G.703;OLTE-Norte;---;1;RT;S. João da Madeira;;G.703;OLTE-Sul;---;1;R. Acesso;ReferTelecom;Não Protegido, Utiliza as fibras 19 e 20.
RFT000120;64 Kbps;2002-11-28;2004-03-23;Desligado;RT;Setúbal;;E&M 4F Central;;---;;RT;Setúbal Mar;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000121;64 Kbps;2002-11-28;2004-03-23;Desligado;RT;Setúbal Mar;;E&M 4F Central;;---;;RT;Praias Sado;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000122;64 Kbps;2002-11-28;2004-03-23;Desligado;RT;Praias Sado;;E&M 4F Central;;---;;RT;Aguas Moura;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000123;64 Kbps;2002-11-28;2004-03-23;Desligado;RT;Aguas Moura;;E&M 4F Central;;---;;RT;Pinheiro;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000124;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Pinheiro;;E&M 4F Central;;---;;RT;Monte Novo;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000125;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Monte Novo;;E&M 4F Central;;---;;RT;Alcácer do Sal;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000126;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Alcácer do Sal;;E&M 4F Central;;---;;RT;Vale de Guiso;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000127;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Vale de Guiso;;E&M 4F Central;;---;;RT;Somincor;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000128;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Somincor;;E&M 4F Central;;---;;RT;Grândola;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000129;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Grândola;;E&M 4F Central;;---;;RT;Canal Caveira;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000130;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Canal Caveira;;E&M 4F Central;;---;;RT;Lousal;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000131;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Lousal;;E&M 4F Central;;---;;RT;Ermidas sado;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000132;64 Kbps;2003-01-14;2003-01-14;Desligado;IP;Ermidas Sado;;E&M 4F;Mux 2 - K 18;---;Par 5 e 6;IP;Funcheira;;E&M 4F;Mux 1 - K 12;---;Par 1 e 2;R. Acesso;IP;Canal para ligar o sistema SCADA de alarmística
RFT000133;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Alvalade;;E&M 4F Central;;---;;RT;Torre Vã;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000134;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;Torre Vã;;E&M 4F Central;;---;;RT;Funcheira;;E&M 4F Assinante;;---;;R. Acesso;ReferTelecom;Canal para ligar o sistema SCADA de alarmística
RFT000135;2 Mbps;2002-12-03;2012-01-31;Desligado;RT;Setúbal;;G.703;SETBAL_660_1;1;15;RT;Tunes;;G.703;TUNES_650_1;1;9;Rede de Dados;ReferTelecom;Protegido
RFT000188;64 Kbps;2003-03-19;0000-00-00;Desligado;RT;Leiria;;Áudio 2F;Mux-1511-Sl0x;---;8;RT;Caldas Rainha;;Áudio 2F;Mux-1511-Sl0x;---;9;R. Acesso;ReferTelecom;
RFT000189;64 Kbps;2003-03-19;0000-00-00;Desligado;RT;Torres Vedras;;Áudio 2F;Mux-1511-Sl0x;---;10;RT;Cacém;;Áudio 2F;Mux-1511-Sl0x;---;4;R. Acesso;ReferTelecom;
RFT000190;64 Kbps;0000-00-00;0000-00-00;Desligado;RT;G.Oriente;;Áudio 2F;Mux-1511-Sl0x;---;4;RT;Leiria;;Áudio 2F;Mux-1511-Sl0x;---;7;R. Acesso;ReferTelecom;"Circuito para o Traffic da L.Oeste
Pampilhosa-G.Oriente-Leiria"
RFT000191;64 Kbps;2003-03-19;0000-00-00;Desligado;RT;Leiria;;Áudio 2F;Mux-1511-Sl0x;---;8;RT;Caldas rainha;;Áudio 2F;Mux-1511-Sl0x;---;9;R. Acesso;ReferTelecom;Rede Telefónica de Exploração - Refer - Circuito entre Leiria e Caldas da Rainha
RFT000192;2 Mbps;2003-03-24;2010-01-05;Desligado;RT;Dalphimetal, Vilanova de Cerveira;;V.35;HDSL-PT / OLTE-RT;---;Tr 01;RT;Carrier House;;G.703;CHOUSE_660_1;1;1;Cogent;ReferTelecom;"1. O troço Valença-Dalphimetal é por circuito PT 1001250615.
2. Tem um conversor G.703/V.35 da ReferTelecom na Dalphimetal.
3. Em V.Castelo - 1642-sl03-tr01-Tu12-1.3.3  circuito de 2 Mbits de interligação com a Cogent Meeting Room tem o  seginte número CH: L11-34I-00-073, Cogent: L11-36I-00-053
4. Valença - VALENC_642_1-b02p06
5. Protegido
"
